1.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
8.5239689768108207e-001	1.4760310231891788e-001	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
6.7653308662532419e-001	3.0568804862132887e-001	1.7778864753347029e-002	0.0000000000000000e+000	0.0000000000000000e+000	
4.6696010842235341e-001	4.6648544205576298e-001	6.6514747812584776e-002	3.9701709298875627e-005	0.0000000000000000e+000	
2.3544992575241347e-001	5.9494021875521019e-001	1.6933603800362121e-001	2.7381748875511693e-004	3.9850063855078966e-018	
1.5280243377433866e-002	6.1920253856934293e-001	3.6430274615172586e-001	1.2144719014971150e-003	2.9330843555191920e-016	
2.5183172225293760e-003	1.8101642927301734e-001	8.1322827142122345e-001	3.2369820832112940e-003	1.8699818310832628e-014	
3.9615430113646441e-004	5.0384167641805894e-002	9.3676624290811250e-001	1.2453435148823558e-002	1.2158674949330960e-013	
5.6785059164581030e-005	1.3257887804093541e-002	9.5243282588523814e-001	3.4252501250551882e-002	9.5171467313547155e-013	
6.8019449757039575e-006	3.1807450245334616e-003	9.1649485354482796e-001	8.0317599479922938e-002	5.7400448723021717e-012	
6.5768769374899164e-007	6.3304647646085976e-004	8.2448969618574142e-001	1.7487659962081675e-001	2.9287200903577834e-011	
1.3718860214233458e-007	8.6503193038721057e-005	6.3248147117707032e-001	3.6743188830448009e-001	1.3680871789537105e-010	
3.0604900117032328e-008	2.8507204455705868e-005	2.4130562879862857e-001	7.5866583278142707e-001	6.1058844033867249e-010	
6.8280480966399589e-009	9.3833760475829754e-006	9.2060523334149436e-002	9.0793008352167337e-001	2.9400814553324915e-009	
1.5236531763307086e-009	3.0862191618257976e-006	3.5121137359006037e-002	9.6487576531952712e-001	9.5786517217653064e-009	
3.4016561526508847e-010	1.0146133032342422e-006	1.3398525467645434e-002	9.8660043320040680e-001	2.6378478879044145e-008	
7.6039761252186987e-011	3.3352692342938779e-007	5.1114813572914171e-003	9.9488811775536323e-001	6.7284382089545999e-008	
1.7051680301550688e-011	1.0968744908979691e-007	1.9500980803308339e-003	9.9804962670393815e-001	1.6551123014899920e-007	
3.8539850766322259e-012	3.6131708084455261e-008	7.4410204285357991e-004	9.9925546166097701e-001	4.0016060730380010e-007	
8.8776890346768828e-013	1.1954737211489597e-008	2.8405001876838593e-004	9.9971497842287560e-001	9.5960273103194579e-007	
2.1355363159637432e-013	3.9998904592138582e-009	1.0855646152718314e-004	9.9988914713148491e-001	2.2924068839220334e-006	
5.6113680804293455e-014	1.3748434861677004e-009	4.1612873789922627e-005	9.9995291900156180e-001	5.4667497486356857e-006	
