5.136206e-003	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1.914381e-003	2.320800e-004	0.000000e+000	0.000000e+000	0.000000e+000	
7.135335e-004	1.215792e-004	5.801881e-006	0.000000e+000	0.000000e+000	
6.243791e-006	1.442685e-005	1.164342e-006	2.483027e-010	0.000000e+000	
5.463643e-008	7.019074e-007	1.457432e-007	4.986477e-011	7.928193e-014	
4.780973e-010	3.094119e-008	8.509933e-009	6.244290e-012	1.649314e-014	
2.008177e-012	1.162281e-012	9.644115e-016	9.995695e-024	7.464513e-016	
7.484933e-013	2.664123e-013	2.909999e-014	5.539095e-020	2.726709e-028	
3.143936e-015	1.832842e-017	6.642150e-021	3.409961e-029	6.248862e-024	
2.751108e-017	4.127912e-017	1.617023e-019	2.842637e-025	4.504812e-026	
2.407363e-019	2.132573e-018	3.665221e-019	6.920403e-024	4.155164e-028	
2.106568e-021	9.496972e-020	2.464030e-020	1.568698e-023	2.212649e-027	
8.848329e-024	3.574605e-024	2.904462e-027	2.893318e-035	1.775343e-027	
3.716610e-026	2.325689e-028	7.454274e-032	3.403452e-042	4.521966e-030	
1.561107e-028	4.241492e-031	4.845552e-036	8.734928e-047	1.151787e-032	
1.366050e-030	2.028762e-030	3.739682e-033	2.073748e-040	8.303246e-035	
5.737892e-033	9.112851e-035	4.238530e-038	4.382165e-048	2.114915e-037	
2.410117e-035	6.754720e-038	1.899150e-042	4.966715e-053	5.386887e-040	
1.012334e-037	2.719353e-040	1.406597e-045	2.225426e-057	1.372091e-042	
4.252159e-040	1.141784e-042	5.662523e-048	1.648252e-060	3.494844e-045	
3.477385e-070	7.817330e-071	4.458876e-073	1.457234e-069	2.050760e-046	
1.460624e-072	6.810134e-075	1.644565e-078	5.541894e-084	5.223478e-049	
1.278122e-074	1.910420e-074	6.006924e-077	7.038310e-083	3.765610e-051	
1.118424e-076	9.875966e-076	1.693932e-076	2.570789e-081	2.714632e-053	
5.935173e-084	1.116095e-077	4.552658e-082	8.337211e-090	6.136483e-054	
2.492982e-086	4.173244e-082	2.324200e-085	5.334810e-097	1.563020e-056	
9.291911e-087	6.307749e-083	1.044339e-083	1.334903e-089	5.709549e-069	
3.463307e-087	9.534245e-084	2.048565e-084	5.998185e-088	2.085639e-081	
1.454711e-089	3.565382e-088	2.755933e-091	2.402792e-099	5.312319e-084	
6.110299e-092	1.349410e-092	7.434509e-096	3.229406e-106	1.353097e-086	
2.566541e-094	1.187591e-096	2.812653e-100	8.711768e-111	3.446466e-089	
2.980069e-096	3.504410e-097	2.143838e-099	1.932187e-111	9.905658e-107	
3.460225e-098	5.583219e-099	6.393338e-100	1.472736e-110	2.847036e-124	
1.453417e-100	5.955585e-103	1.403091e-106	7.491722e-115	1.661449e-114	
1.271815e-102	1.897456e-102	5.253107e-105	6.004799e-111	1.221661e-116	
5.342072e-105	8.516539e-107	3.970806e-110	6.155621e-120	6.774550e-115	
1.991112e-105	2.542544e-106	2.130884e-108	2.280631e-114	2.474674e-127	
7.421329e-106	1.283978e-106	6.452468e-108	1.223877e-112	3.689857e-128	
3.117220e-108	1.309676e-110	2.916339e-114	7.561475e-123	1.380702e-116	
1.309342e-110	3.533487e-113	2.728215e-118	3.417369e-129	3.516777e-119	
5.499698e-113	1.476832e-115	7.357831e-121	3.196926e-133	8.957561e-122	
2.310067e-115	6.202939e-118	3.075213e-123	8.621916e-136	2.281575e-124	
2.021429e-117	3.001769e-117	5.469006e-120	1.316097e-127	1.644790e-126	
1.768856e-119	1.553468e-118	2.655287e-119	2.340567e-124	1.189933e-128	
6.592930e-120	2.427910e-119	5.082811e-120	1.525107e-123	3.791174e-138	
5.769158e-122	1.130830e-120	2.950215e-121	2.177406e-124	4.869597e-127	
5.048314e-124	4.945815e-122	1.466934e-122	1.265626e-125	7.303406e-128	
1.881622e-124	7.498146e-123	1.898947e-123	8.448921e-127	2.314454e-139	
7.013234e-125	1.141807e-123	2.732129e-124	1.092235e-127	1.366959e-140	
2.945805e-127	4.347780e-128	3.405343e-131	3.205666e-139	1.232191e-131	
1.097969e-127	1.988209e-128	1.088461e-129	1.955858e-135	4.501065e-144	
4.092380e-128	7.966256e-129	5.462007e-130	6.251607e-134	3.164402e-149	
1.525323e-128	3.053203e-129	2.238206e-130	3.138268e-134	1.011454e-147	
5.685228e-129	1.150694e-129	8.643704e-131	1.286098e-134	5.077435e-148	
2.119014e-129	4.308090e-130	3.267057e-131	4.966907e-135	2.080791e-148	
8.900607e-132	3.979552e-134	1.019968e-137	3.830230e-146	5.603353e-139	
3.738568e-134	1.009815e-136	8.290400e-142	1.195200e-152	1.427227e-141	
