3.376725,1.756238,1.820977,0.176116,0.781499,-0.509182,0.274369,-0.178315,0.582165,0.017981,0.113328,0.044719,
7.348149,0.702008,1.074931,3.528644,1.006333,-1.163006,-1.146605,-0.831046,-0.524958,-0.771755,-0.363334,-0.002818,
4.114978,0.681425,0.441916,0.339366,2.001151,0.661728,0.533956,-0.150150,0.729569,0.389529,0.164497,0.037212,
6.278788,-0.508012,-0.836460,2.797239,1.503212,-0.227651,2.165548,1.771608,0.511619,-0.554297,-0.270745,-0.032116,
3.293631,1.767642,1.659849,-0.087948,1.629196,-0.261976,0.757430,0.593427,0.199018,-0.135266,0.157714,0.051491,
7.414932,0.274565,0.151502,4.665713,3.723990,-0.825984,-2.614887,-1.544079,-0.109948,-0.361671,-0.452100,-0.134941,
7.019743,0.901553,-0.514207,2.277336,1.123502,0.073087,0.514147,0.254185,-0.069095,-0.546813,-0.158069,0.019336,
6.853057,2.728548,0.779889,1.986011,3.065969,0.808087,-1.021769,-0.945075,-0.080683,-0.611888,-0.397723,-0.098232,
0.817469,2.095657,-0.109533,-1.141290,0.761751,-0.714427,0.391204,0.161615,0.940401,0.017090,0.131734,-0.063139,
7.640794,-0.164080,-0.141533,2.269217,0.558775,-0.911571,-1.197762,0.198814,0.879967,0.184696,-0.247926,-0.071166,
4.804347,2.376379,2.086343,2.194137,3.709204,2.023711,1.223334,0.785510,0.661719,0.159829,0.134258,0.038164,
6.549076,-1.139776,-2.831318,4.397716,5.410601,1.152146,1.044623,1.637106,1.432448,-0.237209,-0.410959,-0.002786,
3.654195,1.526237,1.676526,0.457745,1.415957,-0.228307,1.453740,1.458152,1.081782,0.152426,0.185154,0.057428,
5.354759,3.121168,2.690846,4.812626,5.431330,-0.781740,0.164950,0.301011,0.215617,0.118326,-0.326788,-0.000689,
6.072634,1.253212,-0.342135,1.381786,2.879942,1.050743,0.153766,1.049948,1.518208,0.882751,0.224102,-0.022494,
5.312323,1.646930,1.172566,2.863553,2.952423,0.844356,1.903754,1.780767,0.889026,0.128919,0.011374,0.054188,
3.435406,1.726913,1.716904,0.230298,1.075482,0.481295,1.443746,0.292685,0.653017,0.000160,0.169248,0.061340,
7.908482,-0.668340,0.304533,2.776717,1.849422,-0.027889,-2.573646,-1.250033,0.195306,-0.189177,-0.418658,-0.066790,
3.898951,1.296578,1.772823,0.369187,2.097739,0.918707,0.959832,0.695696,0.422642,0.202035,0.342722,0.085222,
6.378607,-1.040994,-1.121352,5.063801,3.544100,0.338202,1.934361,1.997391,0.564683,-0.791885,-0.258492,0.049967,
3.598756,2.004731,2.474031,1.036976,1.743781,-0.177569,0.637542,0.695799,0.936722,0.187891,0.177106,0.073573,
6.184330,2.232875,1.824714,5.110164,4.020605,0.072363,-1.280027,-0.774803,0.298327,-0.548281,-0.521186,-0.169975,
6.902039,0.051177,-1.914441,2.369352,3.249131,0.514232,1.375541,1.832419,1.127653,-0.314642,-0.510782,-0.079096,
5.598755,2.326516,1.890441,2.509925,2.978514,0.773019,0.325693,0.172199,0.548379,-0.163535,-0.123886,-0.012155,
-0.023525,2.677031,1.234068,-1.781438,1.998732,0.373207,0.868638,0.657666,1.118861,0.094963,0.254381,-0.041672,
6.825453,0.853313,-0.441202,2.583514,1.922913,-0.861744,0.122514,1.408632,1.418484,0.355311,-0.138241,-0.031460,
4.809975,1.619095,1.335437,1.056230,2.482461,1.959025,1.391663,0.334559,0.973200,0.679629,0.268659,0.050661,
5.566460,0.429631,0.304404,3.673131,4.584462,1.787653,1.817785,2.238862,0.783185,-0.113916,-0.268060,0.061306,
3.594630,2.061360,2.083203,0.887738,2.372151,0.948454,1.875977,1.228179,0.966538,0.144894,0.261251,0.090926,
5.408774,3.020845,2.813553,4.385930,4.899042,1.609896,-0.216926,-0.044630,0.545139,0.061893,-0.071809,-0.076322,
4.222941,2.130710,2.013449,1.459177,2.283114,0.602217,1.031043,1.168470,1.699299,0.647640,0.197626,0.054524,
4.700632,2.407037,1.928456,2.265964,3.290380,1.690967,2.216139,2.264202,1.410782,-0.066230,-0.116754,0.045976,
